2000.000000; 336
1998.000000; 334
1996.002000; 334
1994.005998; 332
1992.011992; 332
1990.019980; 330
1988.029960; 333
1986.041930; 333
1984.055888; 330
1982.071832; 332
1980.089760; 332
1978.109671; 331
1976.131561; 330
1974.155429; 328
1972.181274; 327
1970.209093; 326
1968.238884; 324
1966.270645; 324
1964.304374; 323
1962.340070; 324
1960.377730; 323
1958.417352; 320
1956.458935; 321
1954.502476; 319
1952.547973; 319
1950.595425; 319
1948.644830; 318
1946.696185; 322
1944.749489; 320
1942.804739; 321
1940.861935; 322
1938.921073; 319
1936.982152; 316
1935.045169; 316
1933.110124; 316
1931.177014; 313
1929.245837; 311
1927.316591; 312
1925.389275; 314
1923.463885; 314
1921.540421; 314
1919.618881; 315
1917.699262; 315
1915.781563; 316
1913.865781; 317
1911.951916; 319
1910.039964; 318
1908.129924; 318
1906.221794; 320
1904.315572; 319
1902.411256; 320
1900.508845; 318
1898.608336; 318
1896.709728; 319
1894.813018; 320
1892.918205; 320
1891.025287; 322
1889.134262; 319
1887.245127; 320
1885.357882; 321
1883.472524; 319
1881.589052; 318
1879.707463; 315
1877.827755; 316
1875.949928; 316
1874.073978; 315
1872.199904; 316
1870.327704; 317
1868.457376; 318
1866.588919; 318
1864.722330; 318
1862.857608; 316
1860.994750; 313
1859.133755; 315
1857.274621; 315
1855.417347; 314
1853.561929; 315
1851.708368; 313
1849.856659; 314
1848.006802; 315
1846.158796; 313
1844.312637; 311
1842.468324; 310
1840.625856; 311
1838.785230; 312
1836.946445; 311
1835.109498; 310
1833.274389; 309
1831.441114; 309
1829.609673; 311
1827.780064; 310
1825.952284; 308
1824.126331; 310
1822.302205; 311
1820.479903; 313
1818.659423; 314
1816.840764; 313
1815.023923; 312
1813.208899; 312
1811.395690; 313
1809.584294; 312
1807.774710; 312
1805.966935; 312
1804.160968; 310
1802.356807; 314
1800.554451; 316
1798.753896; 319
1796.955142; 320
1795.158187; 318
1793.363029; 318
1791.569666; 319
1789.778096; 320
1787.988318; 321
1786.200330; 322
1784.414129; 321
1782.629715; 322
1780.847086; 321
1779.066238; 319
1777.287172; 316
1775.509885; 314
